date_key,year,month,quarter,day_of_week,day_type
20200113,2020,1,1,1,Weekday
20200114,2020,1,1,2,Weekday
20200115,2020,1,1,3,Weekday
20200116,2020,1,1,4,Weekday
20200117,2020,1,1,5,Weekday
20200118,2020,1,1,6,Weekend
20200119,2020,1,1,7,Weekend
20200120,2020,1,1,1,Weekday
20200121,2020,1,1,2,Weekday
20200122,2020,1,1,3,Weekday
20200123,2020,1,1,4,Weekday
20200124,2020,1,1,5,Weekday
20200125,2020,1,1,6,Weekend
20200126,2020,1,1,7,Weekend
20200127,2020,1,1,1,Weekday
20200128,2020,1,1,2,Weekday
20200129,2020,1,1,3,Weekday
20200130,2020,1,1,4,Weekday
20200131,2020,1,1,5,Weekday
20200201,2020,2,1,6,Weekend
20200202,2020,2,1,7,Weekend
20200203,2020,2,1,1,Weekday
20200204,2020,2,1,2,Weekday
20200205,2020,2,1,3,Weekday
20200206,2020,2,1,4,Weekday
20200207,2020,2,1,5,Weekday
20200208,2020,2,1,6,Weekend
20200209,2020,2,1,7,Weekend
20200210,2020,2,1,1,Weekday
20200211,2020,2,1,2,Weekday
20200212,2020,2,1,3,Weekday
20200213,2020,2,1,4,Weekday
20200214,2020,2,1,5,Weekday
20200215,2020,2,1,6,Weekend
20200216,2020,2,1,7,Weekend
20200217,2020,2,1,1,Weekday
20200218,2020,2,1,2,Weekday
20200219,2020,2,1,3,Weekday
20200220,2020,2,1,4,Weekday
20200221,2020,2,1,5,Weekday
20200222,2020,2,1,6,Weekend
20200223,2020,2,1,7,Weekend
20200224,2020,2,1,1,Weekday
20200225,2020,2,1,2,Weekday
20200226,2020,2,1,3,Weekday
20200227,2020,2,1,4,Weekday
20200228,2020,2,1,5,Weekday
20200229,2020,2,1,6,Weekend
20200301,2020,3,1,7,Weekend
20200302,2020,3,1,1,Weekday
20200303,2020,3,1,2,Weekday
20200304,2020,3,1,3,Weekday
20200305,2020,3,1,4,Weekday
20200306,2020,3,1,5,Weekday
20200307,2020,3,1,6,Weekend
20200308,2020,3,1,7,Weekend
20200309,2020,3,1,1,Weekday
20200310,2020,3,1,2,Weekday
20200311,2020,3,1,3,Weekday
20200312,2020,3,1,4,Weekday
20200313,2020,3,1,5,Weekday
20200314,2020,3,1,6,Weekend
20200315,2020,3,1,7,Weekend
20200316,2020,3,1,1,Weekday
20200317,2020,3,1,2,Weekday
20200318,2020,3,1,3,Weekday
20200319,2020,3,1,4,Weekday
20200320,2020,3,1,5,Weekday
20200321,2020,3,1,6,Weekend
20200322,2020,3,1,7,Weekend
20200323,2020,3,1,1,Weekday
20200324,2020,3,1,2,Weekday
20200325,2020,3,1,3,Weekday
20200326,2020,3,1,4,Weekday
20200327,2020,3,1,5,Weekday
20200328,2020,3,1,6,Weekend
20200329,2020,3,1,7,Weekend
20200330,2020,3,1,1,Weekday
20200331,2020,3,1,2,Weekday
20200401,2020,4,2,3,Weekday
20200402,2020,4,2,4,Weekday
20200403,2020,4,2,5,Weekday
20200404,2020,4,2,6,Weekend
20200405,2020,4,2,7,Weekend
20200406,2020,4,2,1,Weekday
20200407,2020,4,2,2,Weekday
20200408,2020,4,2,3,Weekday
20200409,2020,4,2,4,Weekday
20200410,2020,4,2,5,Weekday
20200411,2020,4,2,6,Weekend
20200412,2020,4,2,7,Weekend
20200413,2020,4,2,1,Weekday
20200414,2020,4,2,2,Weekday
20200415,2020,4,2,3,Weekday
20200416,2020,4,2,4,Weekday
20200417,2020,4,2,5,Weekday
20200418,2020,4,2,6,Weekend
20200419,2020,4,2,7,Weekend
20200420,2020,4,2,1,Weekday
20200421,2020,4,2,2,Weekday
20200422,2020,4,2,3,Weekday
20200423,2020,4,2,4,Weekday
20200424,2020,4,2,5,Weekday
20200425,2020,4,2,6,Weekend
20200426,2020,4,2,7,Weekend
20200427,2020,4,2,1,Weekday
20200428,2020,4,2,2,Weekday
20200429,2020,4,2,3,Weekday
20200430,2020,4,2,4,Weekday
20200501,2020,5,2,5,Weekday
20200502,2020,5,2,6,Weekend
20200503,2020,5,2,7,Weekend
20200504,2020,5,2,1,Weekday
20200505,2020,5,2,2,Weekday
20200506,2020,5,2,3,Weekday
20200507,2020,5,2,4,Weekday
20200508,2020,5,2,5,Weekday
20200509,2020,5,2,6,Weekend
20200510,2020,5,2,7,Weekend
20200511,2020,5,2,1,Weekday
20200512,2020,5,2,2,Weekday
20200513,2020,5,2,3,Weekday
20200514,2020,5,2,4,Weekday
20200515,2020,5,2,5,Weekday
20200516,2020,5,2,6,Weekend
20200517,2020,5,2,7,Weekend
20200518,2020,5,2,1,Weekday
20200519,2020,5,2,2,Weekday
20200520,2020,5,2,3,Weekday
20200521,2020,5,2,4,Weekday
20200522,2020,5,2,5,Weekday
20200523,2020,5,2,6,Weekend
20200524,2020,5,2,7,Weekend
20200525,2020,5,2,1,Weekday
20200526,2020,5,2,2,Weekday
20200527,2020,5,2,3,Weekday
20200528,2020,5,2,4,Weekday
20200529,2020,5,2,5,Weekday
20200530,2020,5,2,6,Weekend
20200531,2020,5,2,7,Weekend
20200601,2020,6,2,1,Weekday
20200602,2020,6,2,2,Weekday
20200603,2020,6,2,3,Weekday
20200604,2020,6,2,4,Weekday
20200605,2020,6,2,5,Weekday
20200606,2020,6,2,6,Weekend
20200607,2020,6,2,7,Weekend
20200608,2020,6,2,1,Weekday
20200609,2020,6,2,2,Weekday
20200610,2020,6,2,3,Weekday
20200611,2020,6,2,4,Weekday
20200612,2020,6,2,5,Weekday
20200613,2020,6,2,6,Weekend
20200614,2020,6,2,7,Weekend
20200615,2020,6,2,1,Weekday
20200616,2020,6,2,2,Weekday
20200617,2020,6,2,3,Weekday
20200618,2020,6,2,4,Weekday
20200619,2020,6,2,5,Weekday
20200620,2020,6,2,6,Weekend
20200621,2020,6,2,7,Weekend
20200622,2020,6,2,1,Weekday
20200623,2020,6,2,2,Weekday
20200624,2020,6,2,3,Weekday
20200625,2020,6,2,4,Weekday
20200626,2020,6,2,5,Weekday
20200627,2020,6,2,6,Weekend
20200628,2020,6,2,7,Weekend
20200629,2020,6,2,1,Weekday
20200630,2020,6,2,2,Weekday
20200701,2020,7,3,3,Weekday
20200702,2020,7,3,4,Weekday
20200703,2020,7,3,5,Weekday
20200704,2020,7,3,6,Weekend
20200705,2020,7,3,7,Weekend
20200706,2020,7,3,1,Weekday
20200707,2020,7,3,2,Weekday
20200708,2020,7,3,3,Weekday
20200709,2020,7,3,4,Weekday
20200710,2020,7,3,5,Weekday
20200711,2020,7,3,6,Weekend
20200712,2020,7,3,7,Weekend
20200713,2020,7,3,1,Weekday
20200714,2020,7,3,2,Weekday
20200715,2020,7,3,3,Weekday
20200716,2020,7,3,4,Weekday
20200717,2020,7,3,5,Weekday
20200718,2020,7,3,6,Weekend
20200719,2020,7,3,7,Weekend
20200720,2020,7,3,1,Weekday
20200721,2020,7,3,2,Weekday
20200722,2020,7,3,3,Weekday
20200723,2020,7,3,4,Weekday
20200724,2020,7,3,5,Weekday
20200725,2020,7,3,6,Weekend
20200726,2020,7,3,7,Weekend
20200727,2020,7,3,1,Weekday
20200728,2020,7,3,2,Weekday
20200729,2020,7,3,3,Weekday
20200730,2020,7,3,4,Weekday
20200731,2020,7,3,5,Weekday
20200801,2020,8,3,6,Weekend
20200802,2020,8,3,7,Weekend
20200803,2020,8,3,1,Weekday
20200804,2020,8,3,2,Weekday
20200805,2020,8,3,3,Weekday
20200806,2020,8,3,4,Weekday
20200807,2020,8,3,5,Weekday
20200808,2020,8,3,6,Weekend
20200809,2020,8,3,7,Weekend
20200810,2020,8,3,1,Weekday
20200811,2020,8,3,2,Weekday
20200812,2020,8,3,3,Weekday
20200813,2020,8,3,4,Weekday
20200814,2020,8,3,5,Weekday
20200815,2020,8,3,6,Weekend
20200816,2020,8,3,7,Weekend
20200817,2020,8,3,1,Weekday
20200818,2020,8,3,2,Weekday
20200819,2020,8,3,3,Weekday
20200820,2020,8,3,4,Weekday
20200821,2020,8,3,5,Weekday
20200822,2020,8,3,6,Weekend
20200823,2020,8,3,7,Weekend
20200824,2020,8,3,1,Weekday
20200825,2020,8,3,2,Weekday
20200826,2020,8,3,3,Weekday
20200827,2020,8,3,4,Weekday
20200828,2020,8,3,5,Weekday
20200829,2020,8,3,6,Weekend
20200830,2020,8,3,7,Weekend
20200831,2020,8,3,1,Weekday
20200901,2020,9,3,2,Weekday
20200902,2020,9,3,3,Weekday
20200903,2020,9,3,4,Weekday
20200904,2020,9,3,5,Weekday
20200905,2020,9,3,6,Weekend
20200906,2020,9,3,7,Weekend
20200907,2020,9,3,1,Weekday
20200908,2020,9,3,2,Weekday
20200909,2020,9,3,3,Weekday
20200910,2020,9,3,4,Weekday
20200911,2020,9,3,5,Weekday
20200912,2020,9,3,6,Weekend
20200913,2020,9,3,7,Weekend
20200914,2020,9,3,1,Weekday
20200915,2020,9,3,2,Weekday
20200916,2020,9,3,3,Weekday
20200917,2020,9,3,4,Weekday
20200918,2020,9,3,5,Weekday
20200919,2020,9,3,6,Weekend
20200920,2020,9,3,7,Weekend
20200921,2020,9,3,1,Weekday
20200922,2020,9,3,2,Weekday
20200923,2020,9,3,3,Weekday
20200924,2020,9,3,4,Weekday
20200925,2020,9,3,5,Weekday
20200926,2020,9,3,6,Weekend
20200927,2020,9,3,7,Weekend
20200928,2020,9,3,1,Weekday
20200929,2020,9,3,2,Weekday
20200930,2020,9,3,3,Weekday
20201001,2020,10,4,4,Weekday
20201002,2020,10,4,5,Weekday
20201003,2020,10,4,6,Weekend
20201004,2020,10,4,7,Weekend
20201005,2020,10,4,1,Weekday
20201006,2020,10,4,2,Weekday
20201007,2020,10,4,3,Weekday
20201008,2020,10,4,4,Weekday
20201009,2020,10,4,5,Weekday
20201010,2020,10,4,6,Weekend
20201011,2020,10,4,7,Weekend
20201012,2020,10,4,1,Weekday
20201013,2020,10,4,2,Weekday
20201014,2020,10,4,3,Weekday
20201015,2020,10,4,4,Weekday
20201016,2020,10,4,5,Weekday
20201017,2020,10,4,6,Weekend
20201018,2020,10,4,7,Weekend
20201019,2020,10,4,1,Weekday
20201020,2020,10,4,2,Weekday
20201021,2020,10,4,3,Weekday
20201022,2020,10,4,4,Weekday
20201023,2020,10,4,5,Weekday
20201024,2020,10,4,6,Weekend
20201025,2020,10,4,7,Weekend
20201026,2020,10,4,1,Weekday
20201027,2020,10,4,2,Weekday
20201028,2020,10,4,3,Weekday
20201029,2020,10,4,4,Weekday
20201030,2020,10,4,5,Weekday
20201031,2020,10,4,6,Weekend
20201101,2020,11,4,7,Weekend
20201102,2020,11,4,1,Weekday
20201103,2020,11,4,2,Weekday
20201104,2020,11,4,3,Weekday
20201105,2020,11,4,4,Weekday
20201106,2020,11,4,5,Weekday
20201107,2020,11,4,6,Weekend
20201108,2020,11,4,7,Weekend
20201109,2020,11,4,1,Weekday
20201110,2020,11,4,2,Weekday
20201111,2020,11,4,3,Weekday
20201112,2020,11,4,4,Weekday
20201113,2020,11,4,5,Weekday
20201114,2020,11,4,6,Weekend
20201115,2020,11,4,7,Weekend
20201116,2020,11,4,1,Weekday
20201117,2020,11,4,2,Weekday
20201118,2020,11,4,3,Weekday
20201119,2020,11,4,4,Weekday
20201120,2020,11,4,5,Weekday
20201121,2020,11,4,6,Weekend
20201122,2020,11,4,7,Weekend
20201123,2020,11,4,1,Weekday
20201124,2020,11,4,2,Weekday
20201125,2020,11,4,3,Weekday
20201126,2020,11,4,4,Weekday
20201127,2020,11,4,5,Weekday
20201128,2020,11,4,6,Weekend
20201129,2020,11,4,7,Weekend
20201130,2020,11,4,1,Weekday
20201201,2020,12,4,2,Weekday
20201202,2020,12,4,3,Weekday
20201203,2020,12,4,4,Weekday
20201204,2020,12,4,5,Weekday
20201205,2020,12,4,6,Weekend
20201206,2020,12,4,7,Weekend
20201207,2020,12,4,1,Weekday
20201208,2020,12,4,2,Weekday
20201209,2020,12,4,3,Weekday
20201210,2020,12,4,4,Weekday
20201211,2020,12,4,5,Weekday
20201212,2020,12,4,6,Weekend
20201213,2020,12,4,7,Weekend
20201214,2020,12,4,1,Weekday
20201215,2020,12,4,2,Weekday
20201216,2020,12,4,3,Weekday
20201217,2020,12,4,4,Weekday
20201218,2020,12,4,5,Weekday
20201219,2020,12,4,6,Weekend
20201220,2020,12,4,7,Weekend
20201221,2020,12,4,1,Weekday
20201222,2020,12,4,2,Weekday
20201223,2020,12,4,3,Weekday
20201224,2020,12,4,4,Weekday
20201225,2020,12,4,5,Weekday
20201226,2020,12,4,6,Weekend
20201227,2020,12,4,7,Weekend
20201228,2020,12,4,1,Weekday
20201229,2020,12,4,2,Weekday
20201230,2020,12,4,3,Weekday
20201231,2020,12,4,4,Weekday
20210101,2021,1,1,5,Weekday
20210102,2021,1,1,6,Weekend
20210103,2021,1,1,7,Weekend
20210104,2021,1,1,1,Weekday
20210105,2021,1,1,2,Weekday
20210106,2021,1,1,3,Weekday
20210107,2021,1,1,4,Weekday
20210108,2021,1,1,5,Weekday
20210109,2021,1,1,6,Weekend
20210110,2021,1,1,7,Weekend
20210111,2021,1,1,1,Weekday
20210112,2021,1,1,2,Weekday
20210113,2021,1,1,3,Weekday
20210114,2021,1,1,4,Weekday
20210115,2021,1,1,5,Weekday
20210116,2021,1,1,6,Weekend
20210117,2021,1,1,7,Weekend
20210118,2021,1,1,1,Weekday
20210119,2021,1,1,2,Weekday
20210120,2021,1,1,3,Weekday
20210121,2021,1,1,4,Weekday
20210122,2021,1,1,5,Weekday
20210123,2021,1,1,6,Weekend
20210124,2021,1,1,7,Weekend
20210125,2021,1,1,1,Weekday
20210126,2021,1,1,2,Weekday
20210127,2021,1,1,3,Weekday
20210128,2021,1,1,4,Weekday
20210129,2021,1,1,5,Weekday
20210130,2021,1,1,6,Weekend
20210131,2021,1,1,7,Weekend
20210201,2021,2,1,1,Weekday
20210202,2021,2,1,2,Weekday
20210203,2021,2,1,3,Weekday
20210204,2021,2,1,4,Weekday
20210205,2021,2,1,5,Weekday
20210206,2021,2,1,6,Weekend
20210207,2021,2,1,7,Weekend
20210208,2021,2,1,1,Weekday
20210209,2021,2,1,2,Weekday
20210210,2021,2,1,3,Weekday
20210211,2021,2,1,4,Weekday
20210212,2021,2,1,5,Weekday
20210213,2021,2,1,6,Weekend
20210214,2021,2,1,7,Weekend
20210215,2021,2,1,1,Weekday
20210216,2021,2,1,2,Weekday
20210217,2021,2,1,3,Weekday
20210218,2021,2,1,4,Weekday
20210219,2021,2,1,5,Weekday
20210220,2021,2,1,6,Weekend
20210221,2021,2,1,7,Weekend
20210222,2021,2,1,1,Weekday
20210223,2021,2,1,2,Weekday
20210224,2021,2,1,3,Weekday
20210225,2021,2,1,4,Weekday
20210226,2021,2,1,5,Weekday
20210227,2021,2,1,6,Weekend
20210228,2021,2,1,7,Weekend
20210301,2021,3,1,1,Weekday
20210302,2021,3,1,2,Weekday
20210303,2021,3,1,3,Weekday
20210304,2021,3,1,4,Weekday
20210305,2021,3,1,5,Weekday
20210306,2021,3,1,6,Weekend
20210307,2021,3,1,7,Weekend
20210308,2021,3,1,1,Weekday
20210309,2021,3,1,2,Weekday
20210310,2021,3,1,3,Weekday
20210311,2021,3,1,4,Weekday
20210312,2021,3,1,5,Weekday
20210313,2021,3,1,6,Weekend
20210314,2021,3,1,7,Weekend
20210315,2021,3,1,1,Weekday
20210316,2021,3,1,2,Weekday
20210317,2021,3,1,3,Weekday
20210318,2021,3,1,4,Weekday
20210319,2021,3,1,5,Weekday
20210320,2021,3,1,6,Weekend
20210321,2021,3,1,7,Weekend
20210322,2021,3,1,1,Weekday
20210323,2021,3,1,2,Weekday
20210324,2021,3,1,3,Weekday
20210325,2021,3,1,4,Weekday
20210326,2021,3,1,5,Weekday
20210327,2021,3,1,6,Weekend
20210328,2021,3,1,7,Weekend
20210329,2021,3,1,1,Weekday
20210330,2021,3,1,2,Weekday
20210331,2021,3,1,3,Weekday
20210401,2021,4,2,4,Weekday
20210402,2021,4,2,5,Weekday
20210403,2021,4,2,6,Weekend
20210404,2021,4,2,7,Weekend
20210405,2021,4,2,1,Weekday
20210406,2021,4,2,2,Weekday
20210407,2021,4,2,3,Weekday
20210408,2021,4,2,4,Weekday
20210409,2021,4,2,5,Weekday
20210410,2021,4,2,6,Weekend
20210411,2021,4,2,7,Weekend
20210412,2021,4,2,1,Weekday
20210413,2021,4,2,2,Weekday
20210414,2021,4,2,3,Weekday
20210415,2021,4,2,4,Weekday
20210416,2021,4,2,5,Weekday
20210417,2021,4,2,6,Weekend
20210418,2021,4,2,7,Weekend
20210419,2021,4,2,1,Weekday
20210420,2021,4,2,2,Weekday
20210421,2021,4,2,3,Weekday
20210422,2021,4,2,4,Weekday
20210423,2021,4,2,5,Weekday
20210424,2021,4,2,6,Weekend
20210425,2021,4,2,7,Weekend
20210426,2021,4,2,1,Weekday
20210427,2021,4,2,2,Weekday
20210428,2021,4,2,3,Weekday
20210429,2021,4,2,4,Weekday
20210430,2021,4,2,5,Weekday
20210501,2021,5,2,6,Weekend
20210502,2021,5,2,7,Weekend
20210503,2021,5,2,1,Weekday
20210504,2021,5,2,2,Weekday
20210505,2021,5,2,3,Weekday
20210506,2021,5,2,4,Weekday
20210507,2021,5,2,5,Weekday
20210508,2021,5,2,6,Weekend
20210509,2021,5,2,7,Weekend
20210510,2021,5,2,1,Weekday
20210511,2021,5,2,2,Weekday
20210512,2021,5,2,3,Weekday
20210513,2021,5,2,4,Weekday
20210514,2021,5,2,5,Weekday
20210515,2021,5,2,6,Weekend
20210516,2021,5,2,7,Weekend
20210517,2021,5,2,1,Weekday
20210518,2021,5,2,2,Weekday
20210519,2021,5,2,3,Weekday
20210520,2021,5,2,4,Weekday
20210521,2021,5,2,5,Weekday
20210522,2021,5,2,6,Weekend
20210523,2021,5,2,7,Weekend
20210524,2021,5,2,1,Weekday
20210525,2021,5,2,2,Weekday
20210526,2021,5,2,3,Weekday
20210527,2021,5,2,4,Weekday
20210528,2021,5,2,5,Weekday
20210529,2021,5,2,6,Weekend
20210530,2021,5,2,7,Weekend
20210531,2021,5,2,1,Weekday
20210601,2021,6,2,2,Weekday
20210602,2021,6,2,3,Weekday
20210603,2021,6,2,4,Weekday
20210604,2021,6,2,5,Weekday
20210605,2021,6,2,6,Weekend
20210606,2021,6,2,7,Weekend
20210607,2021,6,2,1,Weekday
20210608,2021,6,2,2,Weekday
20210609,2021,6,2,3,Weekday
20210610,2021,6,2,4,Weekday
20210611,2021,6,2,5,Weekday
20210612,2021,6,2,6,Weekend
20210613,2021,6,2,7,Weekend
20210614,2021,6,2,1,Weekday
20210615,2021,6,2,2,Weekday
20210616,2021,6,2,3,Weekday
20210617,2021,6,2,4,Weekday
20210618,2021,6,2,5,Weekday
20210619,2021,6,2,6,Weekend
20210620,2021,6,2,7,Weekend
20210621,2021,6,2,1,Weekday
20210622,2021,6,2,2,Weekday
20210623,2021,6,2,3,Weekday
20210624,2021,6,2,4,Weekday
20210625,2021,6,2,5,Weekday
20210626,2021,6,2,6,Weekend
20210627,2021,6,2,7,Weekend
20210628,2021,6,2,1,Weekday
20210629,2021,6,2,2,Weekday
20210630,2021,6,2,3,Weekday
20210701,2021,7,3,4,Weekday
20210702,2021,7,3,5,Weekday
20210703,2021,7,3,6,Weekend
20210704,2021,7,3,7,Weekend
20210705,2021,7,3,1,Weekday
20210706,2021,7,3,2,Weekday
20210707,2021,7,3,3,Weekday
20210708,2021,7,3,4,Weekday
20210709,2021,7,3,5,Weekday
20210710,2021,7,3,6,Weekend
20210711,2021,7,3,7,Weekend
20210712,2021,7,3,1,Weekday
20210713,2021,7,3,2,Weekday
20210714,2021,7,3,3,Weekday
20210715,2021,7,3,4,Weekday
20210716,2021,7,3,5,Weekday
20210717,2021,7,3,6,Weekend
20210718,2021,7,3,7,Weekend
20210719,2021,7,3,1,Weekday
20210720,2021,7,3,2,Weekday
20210721,2021,7,3,3,Weekday
20210722,2021,7,3,4,Weekday
20210723,2021,7,3,5,Weekday
20210724,2021,7,3,6,Weekend
20210725,2021,7,3,7,Weekend
20210726,2021,7,3,1,Weekday
20210727,2021,7,3,2,Weekday
20210728,2021,7,3,3,Weekday
20210729,2021,7,3,4,Weekday
20210730,2021,7,3,5,Weekday
20210731,2021,7,3,6,Weekend
20210801,2021,8,3,7,Weekend
20210802,2021,8,3,1,Weekday
20210803,2021,8,3,2,Weekday
20210804,2021,8,3,3,Weekday
20210805,2021,8,3,4,Weekday
20210806,2021,8,3,5,Weekday
20210807,2021,8,3,6,Weekend
20210808,2021,8,3,7,Weekend
20210809,2021,8,3,1,Weekday
20210810,2021,8,3,2,Weekday
20210811,2021,8,3,3,Weekday
20210812,2021,8,3,4,Weekday
20210813,2021,8,3,5,Weekday
20210814,2021,8,3,6,Weekend
20210815,2021,8,3,7,Weekend
20210816,2021,8,3,1,Weekday
20210817,2021,8,3,2,Weekday
20210818,2021,8,3,3,Weekday
20210819,2021,8,3,4,Weekday
20210820,2021,8,3,5,Weekday
20210821,2021,8,3,6,Weekend
20210822,2021,8,3,7,Weekend
20210823,2021,8,3,1,Weekday
20210824,2021,8,3,2,Weekday
20210825,2021,8,3,3,Weekday
20210826,2021,8,3,4,Weekday
20210827,2021,8,3,5,Weekday
20210828,2021,8,3,6,Weekend
20210829,2021,8,3,7,Weekend
20210830,2021,8,3,1,Weekday
20210831,2021,8,3,2,Weekday
20210901,2021,9,3,3,Weekday
20210902,2021,9,3,4,Weekday
20210903,2021,9,3,5,Weekday
20210904,2021,9,3,6,Weekend
20210905,2021,9,3,7,Weekend
20210906,2021,9,3,1,Weekday
20210907,2021,9,3,2,Weekday
20210908,2021,9,3,3,Weekday
20210909,2021,9,3,4,Weekday
20210910,2021,9,3,5,Weekday
20210911,2021,9,3,6,Weekend
20210912,2021,9,3,7,Weekend
20210913,2021,9,3,1,Weekday
20210914,2021,9,3,2,Weekday
20210915,2021,9,3,3,Weekday
20210916,2021,9,3,4,Weekday
20210917,2021,9,3,5,Weekday
20210918,2021,9,3,6,Weekend
20210919,2021,9,3,7,Weekend
20210920,2021,9,3,1,Weekday
20210921,2021,9,3,2,Weekday
20210922,2021,9,3,3,Weekday
20210923,2021,9,3,4,Weekday
20210924,2021,9,3,5,Weekday
20210925,2021,9,3,6,Weekend
20210926,2021,9,3,7,Weekend
20210927,2021,9,3,1,Weekday
20210928,2021,9,3,2,Weekday
20210929,2021,9,3,3,Weekday
20210930,2021,9,3,4,Weekday
20211001,2021,10,4,5,Weekday
20211002,2021,10,4,6,Weekend
20211003,2021,10,4,7,Weekend
20211004,2021,10,4,1,Weekday
20211005,2021,10,4,2,Weekday
20211006,2021,10,4,3,Weekday
20211007,2021,10,4,4,Weekday
20211008,2021,10,4,5,Weekday
20211009,2021,10,4,6,Weekend
20211010,2021,10,4,7,Weekend
20211011,2021,10,4,1,Weekday
20211012,2021,10,4,2,Weekday
20211013,2021,10,4,3,Weekday
20211014,2021,10,4,4,Weekday
20211015,2021,10,4,5,Weekday
20211016,2021,10,4,6,Weekend
20211017,2021,10,4,7,Weekend
20211018,2021,10,4,1,Weekday
20211019,2021,10,4,2,Weekday
20211020,2021,10,4,3,Weekday
20211021,2021,10,4,4,Weekday
20211022,2021,10,4,5,Weekday
20211023,2021,10,4,6,Weekend
20211024,2021,10,4,7,Weekend
20211025,2021,10,4,1,Weekday
20211026,2021,10,4,2,Weekday
20211027,2021,10,4,3,Weekday
20211028,2021,10,4,4,Weekday
20211029,2021,10,4,5,Weekday
20211030,2021,10,4,6,Weekend
20211031,2021,10,4,7,Weekend
20211101,2021,11,4,1,Weekday
20211102,2021,11,4,2,Weekday
20211103,2021,11,4,3,Weekday
20211104,2021,11,4,4,Weekday
20211105,2021,11,4,5,Weekday
20211106,2021,11,4,6,Weekend
20211107,2021,11,4,7,Weekend
20211108,2021,11,4,1,Weekday
20211109,2021,11,4,2,Weekday
20211110,2021,11,4,3,Weekday
20211111,2021,11,4,4,Weekday
20211112,2021,11,4,5,Weekday
20211113,2021,11,4,6,Weekend
20211114,2021,11,4,7,Weekend
20211115,2021,11,4,1,Weekday
20211116,2021,11,4,2,Weekday
20211117,2021,11,4,3,Weekday
20211118,2021,11,4,4,Weekday
20211119,2021,11,4,5,Weekday
20211120,2021,11,4,6,Weekend
20211121,2021,11,4,7,Weekend
20211122,2021,11,4,1,Weekday
20211123,2021,11,4,2,Weekday
20211124,2021,11,4,3,Weekday
20211125,2021,11,4,4,Weekday
20211126,2021,11,4,5,Weekday
20211127,2021,11,4,6,Weekend
20211128,2021,11,4,7,Weekend
20211129,2021,11,4,1,Weekday
20211130,2021,11,4,2,Weekday
20211201,2021,12,4,3,Weekday
20211202,2021,12,4,4,Weekday
20211203,2021,12,4,5,Weekday
20211204,2021,12,4,6,Weekend
20211205,2021,12,4,7,Weekend
20211206,2021,12,4,1,Weekday
20211207,2021,12,4,2,Weekday
20211208,2021,12,4,3,Weekday
20211209,2021,12,4,4,Weekday
20211210,2021,12,4,5,Weekday
20211211,2021,12,4,6,Weekend
20211212,2021,12,4,7,Weekend
20211213,2021,12,4,1,Weekday
20211214,2021,12,4,2,Weekday
20211215,2021,12,4,3,Weekday
20211216,2021,12,4,4,Weekday
20211217,2021,12,4,5,Weekday
20211218,2021,12,4,6,Weekend
20211219,2021,12,4,7,Weekend
20211220,2021,12,4,1,Weekday
20211221,2021,12,4,2,Weekday
20211222,2021,12,4,3,Weekday
20211223,2021,12,4,4,Weekday
20211224,2021,12,4,5,Weekday
20211225,2021,12,4,6,Weekend
20211226,2021,12,4,7,Weekend
20211227,2021,12,4,1,Weekday
20211228,2021,12,4,2,Weekday
20211229,2021,12,4,3,Weekday
20211230,2021,12,4,4,Weekday
20211231,2021,12,4,5,Weekday
20220101,2022,1,1,6,Weekend
20220102,2022,1,1,7,Weekend
20220103,2022,1,1,1,Weekday
20220104,2022,1,1,2,Weekday
20220105,2022,1,1,3,Weekday
20220106,2022,1,1,4,Weekday
20220107,2022,1,1,5,Weekday
20220108,2022,1,1,6,Weekend
20220109,2022,1,1,7,Weekend
20220110,2022,1,1,1,Weekday
20220111,2022,1,1,2,Weekday
20220112,2022,1,1,3,Weekday
20220113,2022,1,1,4,Weekday
20220114,2022,1,1,5,Weekday
20220115,2022,1,1,6,Weekend
20220116,2022,1,1,7,Weekend
20220117,2022,1,1,1,Weekday
20220118,2022,1,1,2,Weekday
20220119,2022,1,1,3,Weekday
20220120,2022,1,1,4,Weekday
20220121,2022,1,1,5,Weekday
20220122,2022,1,1,6,Weekend
20220123,2022,1,1,7,Weekend
20220124,2022,1,1,1,Weekday
20220125,2022,1,1,2,Weekday
20220126,2022,1,1,3,Weekday
20220127,2022,1,1,4,Weekday
20220128,2022,1,1,5,Weekday
20220129,2022,1,1,6,Weekend
20220130,2022,1,1,7,Weekend
20220131,2022,1,1,1,Weekday
20220201,2022,2,1,2,Weekday
20220202,2022,2,1,3,Weekday
20220203,2022,2,1,4,Weekday
20220204,2022,2,1,5,Weekday
20220205,2022,2,1,6,Weekend
20220206,2022,2,1,7,Weekend
20220207,2022,2,1,1,Weekday
20220208,2022,2,1,2,Weekday
20220209,2022,2,1,3,Weekday
20220210,2022,2,1,4,Weekday
20220211,2022,2,1,5,Weekday
20220212,2022,2,1,6,Weekend
20220213,2022,2,1,7,Weekend
20220214,2022,2,1,1,Weekday
20220215,2022,2,1,2,Weekday
20220216,2022,2,1,3,Weekday
20220217,2022,2,1,4,Weekday
20220218,2022,2,1,5,Weekday
20220219,2022,2,1,6,Weekend
20220220,2022,2,1,7,Weekend
20220221,2022,2,1,1,Weekday
20220222,2022,2,1,2,Weekday
20220223,2022,2,1,3,Weekday
20220224,2022,2,1,4,Weekday
20220225,2022,2,1,5,Weekday
20220226,2022,2,1,6,Weekend
