date_key,year,month,quarter,day_of_week,day_type
20220227,2022,2,1,7,Weekend
20220228,2022,2,1,1,Weekday
20220301,2022,3,1,2,Weekday
20220302,2022,3,1,3,Weekday
20220303,2022,3,1,4,Weekday
20220304,2022,3,1,5,Weekday
20220305,2022,3,1,6,Weekend
20220306,2022,3,1,7,Weekend
20220307,2022,3,1,1,Weekday
20220308,2022,3,1,2,Weekday
20220309,2022,3,1,3,Weekday
20220310,2022,3,1,4,Weekday
20220311,2022,3,1,5,Weekday
20220312,2022,3,1,6,Weekend
20220313,2022,3,1,7,Weekend
20220314,2022,3,1,1,Weekday
20220315,2022,3,1,2,Weekday
20220316,2022,3,1,3,Weekday
20220317,2022,3,1,4,Weekday
20220318,2022,3,1,5,Weekday
20220319,2022,3,1,6,Weekend
20220320,2022,3,1,7,Weekend
20220321,2022,3,1,1,Weekday
20220322,2022,3,1,2,Weekday
20220323,2022,3,1,3,Weekday
20220324,2022,3,1,4,Weekday
20220325,2022,3,1,5,Weekday
20220326,2022,3,1,6,Weekend
20220327,2022,3,1,7,Weekend
20220328,2022,3,1,1,Weekday
20220329,2022,3,1,2,Weekday
20220330,2022,3,1,3,Weekday
20220331,2022,3,1,4,Weekday
20220401,2022,4,2,5,Weekday
20220402,2022,4,2,6,Weekend
20220403,2022,4,2,7,Weekend
20220404,2022,4,2,1,Weekday
20220405,2022,4,2,2,Weekday
20220406,2022,4,2,3,Weekday
20220407,2022,4,2,4,Weekday
20220408,2022,4,2,5,Weekday
20220409,2022,4,2,6,Weekend
20220410,2022,4,2,7,Weekend
20220411,2022,4,2,1,Weekday
20220412,2022,4,2,2,Weekday
20220413,2022,4,2,3,Weekday
20220414,2022,4,2,4,Weekday
20220415,2022,4,2,5,Weekday
20220416,2022,4,2,6,Weekend
20220417,2022,4,2,7,Weekend
20220418,2022,4,2,1,Weekday
20220419,2022,4,2,2,Weekday
20220420,2022,4,2,3,Weekday
20220421,2022,4,2,4,Weekday
20220422,2022,4,2,5,Weekday
20220423,2022,4,2,6,Weekend
20220424,2022,4,2,7,Weekend
20220425,2022,4,2,1,Weekday
20220426,2022,4,2,2,Weekday
20220427,2022,4,2,3,Weekday
20220428,2022,4,2,4,Weekday
20220429,2022,4,2,5,Weekday
20220430,2022,4,2,6,Weekend
20220501,2022,5,2,7,Weekend
20220502,2022,5,2,1,Weekday
20220503,2022,5,2,2,Weekday
20220504,2022,5,2,3,Weekday
20220505,2022,5,2,4,Weekday
20220506,2022,5,2,5,Weekday
20220507,2022,5,2,6,Weekend
20220508,2022,5,2,7,Weekend
20220509,2022,5,2,1,Weekday
20220510,2022,5,2,2,Weekday
20220511,2022,5,2,3,Weekday
20220512,2022,5,2,4,Weekday
20220513,2022,5,2,5,Weekday
20220514,2022,5,2,6,Weekend
20220515,2022,5,2,7,Weekend
20220516,2022,5,2,1,Weekday
20220517,2022,5,2,2,Weekday
20220518,2022,5,2,3,Weekday
20220519,2022,5,2,4,Weekday
20220520,2022,5,2,5,Weekday
20220521,2022,5,2,6,Weekend
20220522,2022,5,2,7,Weekend
20220523,2022,5,2,1,Weekday
20220524,2022,5,2,2,Weekday
20220525,2022,5,2,3,Weekday
20220526,2022,5,2,4,Weekday
20220527,2022,5,2,5,Weekday
20220528,2022,5,2,6,Weekend
20220529,2022,5,2,7,Weekend
20220530,2022,5,2,1,Weekday
20220531,2022,5,2,2,Weekday
20220601,2022,6,2,3,Weekday
20220602,2022,6,2,4,Weekday
20220603,2022,6,2,5,Weekday
20220604,2022,6,2,6,Weekend
20220605,2022,6,2,7,Weekend
20220606,2022,6,2,1,Weekday
20220607,2022,6,2,2,Weekday
20220608,2022,6,2,3,Weekday
20220609,2022,6,2,4,Weekday
20220610,2022,6,2,5,Weekday
20220611,2022,6,2,6,Weekend
20220612,2022,6,2,7,Weekend
20220613,2022,6,2,1,Weekday
20220614,2022,6,2,2,Weekday
20220615,2022,6,2,3,Weekday
20220616,2022,6,2,4,Weekday
20220617,2022,6,2,5,Weekday
20220618,2022,6,2,6,Weekend
20220619,2022,6,2,7,Weekend
20220620,2022,6,2,1,Weekday
20220621,2022,6,2,2,Weekday
20220622,2022,6,2,3,Weekday
20220623,2022,6,2,4,Weekday
20220624,2022,6,2,5,Weekday
20220625,2022,6,2,6,Weekend
20220626,2022,6,2,7,Weekend
20220627,2022,6,2,1,Weekday
20220628,2022,6,2,2,Weekday
20220629,2022,6,2,3,Weekday
20220630,2022,6,2,4,Weekday
20220701,2022,7,3,5,Weekday
20220702,2022,7,3,6,Weekend
20220703,2022,7,3,7,Weekend
20220704,2022,7,3,1,Weekday
20220705,2022,7,3,2,Weekday
20220706,2022,7,3,3,Weekday
20220707,2022,7,3,4,Weekday
20220708,2022,7,3,5,Weekday
20220709,2022,7,3,6,Weekend
20220710,2022,7,3,7,Weekend
20220711,2022,7,3,1,Weekday
20220712,2022,7,3,2,Weekday
20220713,2022,7,3,3,Weekday
20220714,2022,7,3,4,Weekday
20220715,2022,7,3,5,Weekday
20220716,2022,7,3,6,Weekend
20220717,2022,7,3,7,Weekend
20220718,2022,7,3,1,Weekday
20220719,2022,7,3,2,Weekday
20220720,2022,7,3,3,Weekday
20220721,2022,7,3,4,Weekday
20220722,2022,7,3,5,Weekday
20220723,2022,7,3,6,Weekend
20220724,2022,7,3,7,Weekend
20220725,2022,7,3,1,Weekday
20220726,2022,7,3,2,Weekday
20220727,2022,7,3,3,Weekday
20220728,2022,7,3,4,Weekday
20220729,2022,7,3,5,Weekday
20220730,2022,7,3,6,Weekend
20220731,2022,7,3,7,Weekend
20220801,2022,8,3,1,Weekday
20220802,2022,8,3,2,Weekday
20220803,2022,8,3,3,Weekday
20220804,2022,8,3,4,Weekday
20220805,2022,8,3,5,Weekday
20220806,2022,8,3,6,Weekend
20220807,2022,8,3,7,Weekend
20220808,2022,8,3,1,Weekday
20220809,2022,8,3,2,Weekday
20220810,2022,8,3,3,Weekday
20220811,2022,8,3,4,Weekday
20220812,2022,8,3,5,Weekday
20220813,2022,8,3,6,Weekend
20220814,2022,8,3,7,Weekend
20220815,2022,8,3,1,Weekday
20220816,2022,8,3,2,Weekday
20220817,2022,8,3,3,Weekday
20220818,2022,8,3,4,Weekday
20220819,2022,8,3,5,Weekday
20220820,2022,8,3,6,Weekend
20220821,2022,8,3,7,Weekend
20220822,2022,8,3,1,Weekday
20220823,2022,8,3,2,Weekday
20220824,2022,8,3,3,Weekday
20220825,2022,8,3,4,Weekday
20220826,2022,8,3,5,Weekday
20220827,2022,8,3,6,Weekend
20220828,2022,8,3,7,Weekend
20220829,2022,8,3,1,Weekday
20220830,2022,8,3,2,Weekday
20220831,2022,8,3,3,Weekday
20220901,2022,9,3,4,Weekday
20220902,2022,9,3,5,Weekday
20220903,2022,9,3,6,Weekend
20220904,2022,9,3,7,Weekend
20220905,2022,9,3,1,Weekday
20220906,2022,9,3,2,Weekday
20220907,2022,9,3,3,Weekday
20220908,2022,9,3,4,Weekday
20220909,2022,9,3,5,Weekday
20220910,2022,9,3,6,Weekend
20220911,2022,9,3,7,Weekend
20220912,2022,9,3,1,Weekday
20220913,2022,9,3,2,Weekday
20220914,2022,9,3,3,Weekday
20220915,2022,9,3,4,Weekday
20220916,2022,9,3,5,Weekday
20220917,2022,9,3,6,Weekend
20220918,2022,9,3,7,Weekend
20220919,2022,9,3,1,Weekday
20220920,2022,9,3,2,Weekday
20220921,2022,9,3,3,Weekday
20220922,2022,9,3,4,Weekday
20220923,2022,9,3,5,Weekday
20220924,2022,9,3,6,Weekend
20220925,2022,9,3,7,Weekend
20220926,2022,9,3,1,Weekday
20220927,2022,9,3,2,Weekday
20220928,2022,9,3,3,Weekday
20220929,2022,9,3,4,Weekday
20220930,2022,9,3,5,Weekday
20221001,2022,10,4,6,Weekend
20221002,2022,10,4,7,Weekend
20221003,2022,10,4,1,Weekday
20221004,2022,10,4,2,Weekday
20221005,2022,10,4,3,Weekday
20221006,2022,10,4,4,Weekday
20221007,2022,10,4,5,Weekday
20221008,2022,10,4,6,Weekend
20221009,2022,10,4,7,Weekend
20221010,2022,10,4,1,Weekday
20221011,2022,10,4,2,Weekday
20221012,2022,10,4,3,Weekday
20221013,2022,10,4,4,Weekday
20221014,2022,10,4,5,Weekday
20221015,2022,10,4,6,Weekend
20221016,2022,10,4,7,Weekend
20221017,2022,10,4,1,Weekday
20221018,2022,10,4,2,Weekday
20221019,2022,10,4,3,Weekday
20221020,2022,10,4,4,Weekday
20221021,2022,10,4,5,Weekday
20221022,2022,10,4,6,Weekend
20221023,2022,10,4,7,Weekend
20221024,2022,10,4,1,Weekday
20221025,2022,10,4,2,Weekday
20221026,2022,10,4,3,Weekday
20221027,2022,10,4,4,Weekday
20221028,2022,10,4,5,Weekday
20221029,2022,10,4,6,Weekend
20221030,2022,10,4,7,Weekend
20221031,2022,10,4,1,Weekday
20221101,2022,11,4,2,Weekday
20221102,2022,11,4,3,Weekday
20221103,2022,11,4,4,Weekday
20221104,2022,11,4,5,Weekday
20221105,2022,11,4,6,Weekend
20221106,2022,11,4,7,Weekend
20221107,2022,11,4,1,Weekday
20221108,2022,11,4,2,Weekday
20221109,2022,11,4,3,Weekday
20221110,2022,11,4,4,Weekday
20221111,2022,11,4,5,Weekday
20221112,2022,11,4,6,Weekend
20221113,2022,11,4,7,Weekend
20221114,2022,11,4,1,Weekday
20221115,2022,11,4,2,Weekday
20221116,2022,11,4,3,Weekday
20221117,2022,11,4,4,Weekday
20221118,2022,11,4,5,Weekday
20221119,2022,11,4,6,Weekend
20221120,2022,11,4,7,Weekend
20221121,2022,11,4,1,Weekday
20221122,2022,11,4,2,Weekday
20221123,2022,11,4,3,Weekday
20221124,2022,11,4,4,Weekday
20221125,2022,11,4,5,Weekday
20221126,2022,11,4,6,Weekend
20221127,2022,11,4,7,Weekend
20221128,2022,11,4,1,Weekday
20221129,2022,11,4,2,Weekday
20221130,2022,11,4,3,Weekday
20221201,2022,12,4,4,Weekday
20221202,2022,12,4,5,Weekday
20221203,2022,12,4,6,Weekend
20221204,2022,12,4,7,Weekend
20221205,2022,12,4,1,Weekday
20221206,2022,12,4,2,Weekday
20221207,2022,12,4,3,Weekday
20221208,2022,12,4,4,Weekday
20221209,2022,12,4,5,Weekday
20221210,2022,12,4,6,Weekend
20221211,2022,12,4,7,Weekend
20221212,2022,12,4,1,Weekday
20221213,2022,12,4,2,Weekday
20221214,2022,12,4,3,Weekday
20221215,2022,12,4,4,Weekday
20221216,2022,12,4,5,Weekday
20221217,2022,12,4,6,Weekend
20221218,2022,12,4,7,Weekend
20221219,2022,12,4,1,Weekday
20221220,2022,12,4,2,Weekday
20221221,2022,12,4,3,Weekday
20221222,2022,12,4,4,Weekday
20221223,2022,12,4,5,Weekday
20221224,2022,12,4,6,Weekend
20221225,2022,12,4,7,Weekend
20221226,2022,12,4,1,Weekday
20221227,2022,12,4,2,Weekday
20221228,2022,12,4,3,Weekday
20221229,2022,12,4,4,Weekday
20221230,2022,12,4,5,Weekday
20221231,2022,12,4,6,Weekend
20230101,2023,1,1,7,Weekend
20230102,2023,1,1,1,Weekday
20230103,2023,1,1,2,Weekday
20230104,2023,1,1,3,Weekday
20230105,2023,1,1,4,Weekday
20230106,2023,1,1,5,Weekday
20230107,2023,1,1,6,Weekend
20230108,2023,1,1,7,Weekend
20230109,2023,1,1,1,Weekday
20230110,2023,1,1,2,Weekday
20230111,2023,1,1,3,Weekday
20230112,2023,1,1,4,Weekday
20230113,2023,1,1,5,Weekday
20230114,2023,1,1,6,Weekend
20230115,2023,1,1,7,Weekend
20230116,2023,1,1,1,Weekday
20230117,2023,1,1,2,Weekday
20230118,2023,1,1,3,Weekday
20230119,2023,1,1,4,Weekday
20230120,2023,1,1,5,Weekday
20230121,2023,1,1,6,Weekend
20230122,2023,1,1,7,Weekend
20230123,2023,1,1,1,Weekday
20230124,2023,1,1,2,Weekday
20230125,2023,1,1,3,Weekday
20230126,2023,1,1,4,Weekday
20230127,2023,1,1,5,Weekday
20230128,2023,1,1,6,Weekend
20230129,2023,1,1,7,Weekend
20230130,2023,1,1,1,Weekday
20230131,2023,1,1,2,Weekday
99990101,9999,1,1,1,Unknown
