station_key,station_id,station_name,total_start_count,total_end_count
4a46dbbdf027d65a36a8ad2e35ebf81f,254,"Chadwell Street, Angel",119337,104284
b5018026d655d1209b5e3ffc502df96d,82,"Chancery Lane, Holborn",63439,64351
56480bfd4a9554b39fcc5dc74b8af8ec,3453,"Chancery Lane, Holborn",2239,2259
3034ba2ffa3fc817dee955ef92784713,1003,"Chapel Place, Marylebone",3579,3824
1448a1b9958da9f3a69e10d2d062a7b6,141,"Chapel Place, Marylebone",112096,120048
08c02902a502c6c5bd19ddf97dafc9a4,300018,"Charing Cross Hospital, Hammersmith",3390,3356
f597996a32febae3e461c3b90883af64,696,"Charing Cross Hospital, Hammersmith",69871,68370
524cba6e61c87427b76ffdcf9f676494,3422,"Charlbert Street, St. John's Wood",2176,1859
c339b7395ba1f631761436ab02b0ab0e,7,"Charlbert Street, St. John's Wood",63244,57512
d32bfbe52854a167d40e6f5182387cd2,3488,"Charles II Street, West End",2857,3345
797a60acab3f0afa4b209a0173bb24f5,226,"Charles II Street, West End",106535,119149
2cf7ec84f94e78746571715f65259f6f,2669,"Charlotte Street, Fitzrovia",2648,2693
77dc5452ad0d0d6758e550114f4350f0,381,"Charlotte Street, Fitzrovia",99471,101986
5a36d6c814704e7c70bf0b4556263750,697,"Charlotte Terrace, Angel",70430,53989
c29a4e52d20036924e1d996e3b1d684d,200129,"Charlotte Terrace, Angel",2261,1691
95052e175c0d0cb971dbc5926e4a9e52,427,"Cheapside, Bank",261571,276746
92fd3aac0096989e162e9443a86ae020,22180,"Cheapside, Bank",7119,8069
b150936369afb5b68c615131c4241dfb,22160,"Chelsea Bridge, Pimlico",2799,2830
ea360ca53a5e9c0973e3dbca8e0e676c,419,"Chelsea Bridge, Pimlico",103372,98521
f04bfac6a9af4018ea686947ba9e0ce7,220,"Chelsea Green, Chelsea",72126,74100
5304853b53142ffe49c053e1a3034e9a,1120,"Chepstow Villas, Notting Hill",2378,1964
4a79549aaf3d5d8fd19bc49330700ddb,151,"Chepstow Villas, Notting Hill",82843,68886
99d4212054b7010857014ab191a7d79e,200003,"Cheshire Street, Bethnal Green",2342,2122
100a3bdc52517785c47bc08fc11f2dd2,445,"Cheshire Street, Bethnal Green",75718,64040
6c999663f57f0ac0b1fa432fdeec80f1,300054,"Chesilton Road, Fulham",3241,3169
7c52e2a6520bf855a0bfae5809165632,727,"Chesilton Road, Fulham",100682,97536
c88b649d2e2ce26373a479813a799f20,200206,"Chicheley Street, South Bank",566,614
0b9510e9b5e41d08e5afc0e85da0d228,516,"Chrisp Street Market, Poplar",54546,55321
3333584ad646f3ae70b542e2b24b7028,200089,"Chrisp Street Market, Poplar",1786,1786
b5a9d89195a2d1789683603bed5b6561,489,"Christian Street, Whitechapel",104555,89247
470a318c72c52b2ceda60d60ef199a79,1012,"Christopher Street, Liverpool Street",2220,2612
06540b8be88238f84e89b327ec5236e9,3,"Christopher Street, Liverpool Street",97544,110283
d495916591021cde4dcda4deb31f78b0,525,"Churchill Place, Canary Wharf",7103,7075
0a7f8cec9ebdf1e0a0da9d5a69064f6f,2690,"City Road, Angel",2765,2100
fa342305f8b66ec9bdd19777b291f084,365,"City Road, Angel",96627,75957
71541aac25dbb52c78135f66b742ea97,300065,"Clapham Common North Side, Clapham Common",2493,2144
66703e72a270a18be0399c6018703b6e,768,"Clapham Common North Side, Clapham Common",108816,104247
0bd9eb950baeb4a6c55807e8054300c2,768,"Clapham Common North side, Clapham Common",108816,104247
32d42a41fa148bdbb8468ca528972b54,768,"Clapham Common Northside, Clapham Common",108816,104247
525130d92d665729dc5540da8252f642,2694,"Clapham Common Station, Clapham Common",5741,5692
cd2846ea7599ef51e7f6da67014e86d9,355,"Clapham Common Station, Clapham Common",66519,69015
8d3faffc64fc228f10904a375136f2d8,814,"Clapham Road, Lingham Street, Stockwell",49682,48654
886c3a8ea37ff59467a36df7bbf37131,300245,"Clapham Road, Lingham Street, Stockwell",1211,1185
9dd5d08f2173409472bd18710d2fbe45,189,"Claremont Square, Angel",70133,45177
489b24681f8877ec6799f359b109e5fa,1104,"Claremont Square, Angel",2011,1402
8c2520737e1a5bdf8979615279e7f1e6,630,"Clarence Walk, Stockwell",50732,48478
580a5a61f79cb669da2ee262f51afde4,200194,"Clarence Walk, Stockwell",1155,996
32525ed87b0e644fb7eb214bdcdd6932,663,"Clarendon Road, Avondale",44295,42921
950cb61d465bc6996cf05f8e02d2319b,200124,"Clarendon Road, Avondale",1160,1122
1fc337d1837612c21e7fff4130a935c7,200088,"Clarges Street, Mayfair",1662,1915
6e615786fb3a3e2710ba89c68485d73f,528,"Clarges Street, Mayfair",40840,44173
b8f666c4a94fb7238877797456b041df,528,"Clarges Street, West End",40840,44173
a9b2f8037ab94b3241b0f85615917c6b,200131,"Clarkson Street, Bethnal Green",1160,1038
55e3be03f34555bd7933dfd4a0cab994,507,"Clarkson Street, Bethnal Green",48637,43100
b868e21067bec7278393ffdb8d320a70,1135,"Claverton Street, Pimlico",2433,2272
4dfe7076917f9919b0fd269ce7a5ef78,291,"Claverton Street, Pimlico",84283,74780
f92a5c7bd8bd05cdfbeed5ebeafc461f,412,"Cleaver Street, Kennington",49249,47848
ec0e20064b4b45d308f0d4d6a057e6f1,10628,"Cleaver Street, Kennington",1772,1725
ff4d8720a355c63d18d759bf2d6dadf1,200216,"Clements Road, Bermondsey",1203,1209
ca1b267bf7dfd224075de96007fb0d24,1053,"Clerkenwell Green, Clerkenwell",4367,4264
ee1dcd53a8340e51a6089338c7bd2cc7,135,"Clerkenwell Green, Clerkenwell",153563,159220
3e997e053600972efc897d8ab03a9e79,164,"Cleveland Gardens, Bayswater",68731,60861
c3f76f5f3d6859905fa37c4c6057612a,1178,"Cleveland Gardens, Bayswater",2129,1713
f9948ab1bb377c45a45babb0cfe2aa77,503,"Cleveland Way, Bethnal Green",143063,141196
872e61b1d59b291232814f0f4d2bd739,200250,"Cleveland Way, Stepney",4994,4915
cf18cbbd5c92ea8034fab0845d671e78,503,"Cleveland Way, Stepney",143063,141196
e486b3086558a89d5cec904f6ac9b940,391,"Clifford Street, Mayfair",39556,47932
89272c358971f3776689e814322a6265,2688,"Clifford Street, Mayfair",1375,1603
88dd0586bd1cd0b349b006b873e46000,255,"Clifton Road, Maida Vale",94446,88562
c3d6bf4ee861f3a19fd886b2e1e7ed06,1147,"Clifton Road, Maida Vale",1758,1616
71a258ecd3755e5abfc6d9b39f7b10e1,3501,"Clifton Street, Shoreditch",1851,1890
427f0d712661ce25934283661a17995e,323,"Clifton Street, Shoreditch",57804,61297
7fc5086501686bfaf16c11d31939473c,522,"Clinton Road, Mile End",83855,84482
c2926945021456af2560cce95012eaae,200161,"Clinton Road, Mile End",2474,2451
1e6fcc2c124fdb9599b55f4a3bb4dc67,2586,"Cloudesley Road, Angel",2537,1350
858685b66730783c5b8272ad5821ba86,93,"Cloudesley Road, Angel",90827,56577
b77e3b3a086c5e57d6c3470772d9b166,497,"Coborn Street, Mile End",36198,33955
0bead98e140cf66a612107a7c252b5b0,608,"Colet Gardens, Hammersmith",10993,11535
fdff86aeb83b9399027067a0e441ca3c,200224,"Colet Gardens, Hammersmith",509,545
bbf843bbd9c83bb1297ea670f9b66d36,3459,"Collingham Gardens, Earl's Court",2882,2645
f82eabf6dc87f9e25bfcca98622014af,171,"Collingham Gardens, Earl's Court",74502,70409
8ea99fcf61e49a5be63382a4f4f6afce,240,"Colombo Street, Southwark",44930,46383
b847d3f121607fb5b8996ebe23a41bd7,401,"Columbia Road, Shoreditch",122575,111093
44b8defc92e71c57e968a0161864ba53,2701,"Columbia Road, Shoreditch",3898,3536
4eb4cfc51f5e7f2bd6b840857fdc89a6,401,"Columbia Road, Weavers",122575,111093
c342f58347029e21e4c2dd78efc2300f,1083,"Commercial Street, Shoreditch",2290,2312
1b0a069e7e0b18cb5dce2af6153b35b9,40,"Commercial Street, Shoreditch",94825,98227
0e20911339c77a21af44423065619f8a,334,"Concert Hall Approach 1, South Bank",80870,86043
9df7ac8bef68540ed5cf52d7e4091610,2635,"Concert Hall Approach 1, South Bank",2372,2402
9c75550e07061740f327155af8111272,336,"Concert Hall Approach 2, South Bank",77864,94213
a32d4e45b96b16f4dd158818a5d14acf,1212,"Concert Hall Approach 2, South Bank",2588,2782
f614d4e6b325c9bae17e68e3a8e2e3c4,241,"Contact Centre, Southbury House",60,60
abb0776b881582e9f6f236aac9b49eed,852,"Coomer Place, West Kensington",260,624
e906776e09c7366d25b4c7cb5c2b9ab4,639,"Coomer Place, West Kensington",105436,104408
749a9c55e687f1cef59e491b5029fb90,300006,"Coomer Place, West Kensington",891,916
184f965020e4e615f4602e123e03fe79,3000061,"Coomer Place, West Kensington_OLD",1675,1646
046603161a6c57423e40dd508a755b74,300226,"Copper Box Arena, Queen Elizabeth Olympic Park",1856,1863
0cbcc8c39769abc1988a2df9ddcd526c,788,"Copper Box Arena, Queen Elizabeth Olympic Park",38456,38391
b367827a6382c14dde8aace950626dcf,796,"Coram Street, Bloomsbury",59885,51319
c9c5c847f816b392049912bc5bf8d6ca,300201,"Coram Street, Bloomsbury",2502,2314
ceb04560b0c9ec7d0ccdf3c512192720,990,"Cotton Garden Estate, Kennington",1962,1860
ab906380c7f3c11f9efe2c253d83d830,62,"Cotton Garden Estate, Kennington",56632,51385
5e3188531b2809174e9edbd26be6b819,624,"Courland Grove, Wandsworth Road",65441,64177
cf416690cd5a5a4dfd82653a10b3553c,200173,"Courland Grove, Wandsworth Road",2301,2335
b1631bdff6e1a4520e192b56d66ee9eb,655,"Crabtree Lane, Fulham",63904,61315
6c7fcff7087fda7953bb408d1f28df5f,200221,"Crabtree Lane, Fulham",2209,2188
28798a92ce24f36a93c4df73adf1800c,827,"Cranmer Road, Stockwell",67628,68136
7701e5a5daa27f1d9a415417bf5c7240,300247,"Cranmer Road, Stockwell",3851,3872
8025c86eb25e4d17566a9e0ac1f05d82,1160,"Craven Street, Strand",6297,6514
486a00a3c3c1ef35094af79abe47432d,341,"Craven Street, Strand",287161,300637
3b7865b337d3aafea5a33052bc48964d,1036,"Crawford Street, Marylebone",3660,3602
bfd05419eb4eb971ed434ef519f07817,43,"Crawford Street, Marylebone",112411,109774
88ab115a440a8a24a925eb48c8fe5daf,300061,"Crimscott Street, Bermondsey",139,133
c6e0452d67cae2fb2a3d4d081ea364a3,431,"Crinan Street, King's Cross",62173,63573
e0a733679dc76638c289e3913db35247,22183,"Crinan Street, King's Cross",1314,1341
04604545f0bdee5388e09df4b352bfb1,682,"Crisp Road, Hammersmith",114206,117487
271d426dcbdd87001800ae6b30a37bf4,200059,"Crisp Road, Hammersmith",3015,3164
162357b8ff54ad5088b6494a7a701e98,300205,"Cromer Street, Bloomsbury",1880,1847
c1fca1a9952a422d5a47d1781262482d,793,"Cromer Street, Bloomsbury",53607,50231
d68117dfaae41589b04cc77b9301ac16,104,"Crosswall, Tower",245814,261439
bdab29e4b910ac7df295ab07d2568178,991,"Crosswall, Tower",6048,6517
06fcfd1036aebe2c229af1916ac0de2b,750,"Culvert Road, Battersea",40150,38130
6e8fd0eb31ab33b96484443a0b3f43a6,300080,"Culvert Road, Battersea",1372,1378
39bae1d7f5eae58d7ab473938ccc7c1c,304,"Cumberland Gate, Hyde Park",46854,46602
335b600dba47ae36213bd2e5637f95a8,1213,"Curlew Street, Shad Thames",4185,4162
f72aeec4fdd1a19ab7607b4e6035cfc5,298,"Curlew Street, Shad Thames",168416,168752
6e8fcd589cbc6143e8ad118be5aecee6,49,"Curzon Street, Mayfair",71773,81972
8dd1e83b1b9059e374b5eb1a2be34360,3437,"Curzon Street, Mayfair",2287,2766
1649687f8cb49d555118e8ee56afe9e2,200222,"Danvers Street, West Chelsea",2385,2293
4ba992555a3a34d24f8406017cffe2ca,610,"Danvers Street, West Chelsea",90493,89367
51cc46d8f8db1985e4a42e6631aacce1,36,"De Vere Gardens, Kensington",114400,101081
5413cf83bd567878d530d52de4f11611,3446,"De Vere Gardens, Kensington",3442,2908
15a2e9c450ae097735062595472745c2,3454,"Denyer Street, Knightsbridge",1570,1708
13b198396db1e7a9e0d9f20167158bee,209,"Denyer Street, Knightsbridge",50457,51701
3728952c6afb7c29ffe6e7e65879612b,3436,"Derry Street, Kensington",6168,6205
5ecdf6d4d5c4ed92f1bec40b3e972307,133,"Derry Street, Kensington",200765,209518
7ebec90cfe68a55090e53dc67eef869b,200255,"Devons Road, Bow",1750,1797
e62865157df523396f29c95ab53db929,496,"Devons Road, Bow",53667,52807
e96ab5c3b79c3003fddad3267fb07a6c,3438,"Devonshire Square, Liverpool Street",2991,3142
66b41183bed44b175e65903b36ee7df9,87,"Devonshire Square, Liverpool Street",97516,99772
bffa9c907da803a67094a50252038813,1227,"Devonshire Terrace, Bayswater",4093,3647
67384505a1339a93169d4581fc889289,397,"Devonshire Terrace, Bayswater",135918,124662
2b5cee3f96ab87ecb7044dd975eef572,317,"Dickens Square, Borough",40717,41292
39d74028c6faa4c3aae7f73f97351be1,1208,"Dickens Square, Borough",1386,1503
f0200a4b576227491a1d7098244cc97f,200217,"Disraeli Road, Putney",1897,1942
a320940553adc7fb16c7020068553dda,708,"Disraeli Road, Putney",56890,60289
bcade2a4d2686596fe475770462b006c,3467,"Dock Street, Wapping",4102,4046
7508cd639bff45e645acb7f460bd6443,237,"Dock Street, Wapping",103897,104662
3b9d873ba82525f71a367cd80d17d8a8,200084,"Doddington Grove, Kennington",2970,2870
8acdb37318bebdba8d2f75fc066836a0,580,"Doddington Grove, Kennington",95894,92917
b77d56b40e02f5da72a177e54a030df5,25,"Doric Way , Somers Town",140661,121013
a5272db096f528eb0ba2fe88b7cc1b23,1004,"Doric Way , Somers Town",3703,3071
152c8f584f01954a08f27c13b9cc1d20,683,"Dorothy Road, Clapham Junction",62512,59580
a420a15b1447933384547644f154ede8,200119,"Dorothy Road, Clapham Junction",2610,2513
204f042af6b53bd6b0553a4a5cb5344b,201,"Dorset Square, Marylebone",118129,118523
08d39c0563788a1b8eeb2a7c89d21c2c,1162,"Dorset Square, Marylebone",4820,4798
cc505e39df2f0d6f14e2860d54481bdf,589,"Drayton Gardens, Chelsea",145229,147319
5a2b9775ac7b15778bfb93c1b7a90ae7,200060,"Drayton Gardens, West Chelsea",5058,5047
e25f79d7a53db02ad17920befba87947,589,"Drayton Gardens, West Chelsea",145229,147319
940fbbda78a8595ce97b295ddd7f3642,521,"Driffield Road, Old Ford",98572,96809
59f41f28642fce06cdf036c7243d3990,200030,"Driffield Road, Old Ford",2775,2548
85ee4fea9b00a00f4b2165a4d999c87f,993,"Drummond Street , Euston",1907,1346
9ec11cebf17332611076d606f383cd1a,20,"Drummond Street , Euston",83845,64667
1309a0c77155971022810faf64ead6ff,18,"Drury Lane, Covent Garden",200057,209520
e8651410b1c09fc05a329d199457262a,1007,"Drury Lane, Covent Garden",5790,6032
bccaa408952402e761716ffb3bd3338c,732,"Duke Street Hill, London Bridge",325637,339345
f75eb52275c205eabf2089b76716c307,300083,"Duke Street Hill, London Bridge",9265,10134
cad7d97f7aa1b0129594e6a9e8a6c05f,717,"Dunston Road , Haggerston",191551,180239
3bf3bfa09dc275c135b4aed46dbfc719,300024,"Dunston Road , Haggerston",4798,4462
f3cf016a4a0dae445859412746bae253,200213,"Durant Street, Bethnal Green",2673,2419
946c191c829ab15dbb1c315ec48b015a,702,"Durant Street, Bethnal Green",91552,81343
37339461c6a87c2b0d5b9219b4a91ed8,200246,"Eagle Wharf Road, Hoxton",7184,6262
46abee6f84bf3e45083725e8d401ce4a,574,"Eagle Wharf Road, Hoxton",215749,174957
871385a9f08cc615d0b21f9ddd8c2718,1145,"Earnshaw Street , Covent Garden",4399,4505
4873c413247bc88bd72e82fcc6ed193f,244,"Earnshaw Street , Covent Garden",116679,121013
24f4b01b7d844985eed04654eaf14de6,200031,"East Ferry Road, Cubitt Town",706,711
8c56b2a443e7bddabcd3ffb7ae7c758b,455,"East Ferry Road, Cubitt Town",32052,32991
2f4ecd833fb79e4e48ee361c72af92ae,200127,"East India DLR, Blackwall",1315,1452
d68cca178980d98aff618de8e60dba8e,547,"East India DLR, Blackwall",54748,58719
e5d39ded494715a93369bd74eaa938a7,50,"East Road, Hoxton",89605,79813
78fbd115aecdeee3f6d2decb0054185f,1054,"East Road, Hoxton",2605,2225
1e6736fa75ca9a25911f0dc00129458e,300200,"East Village, Queen Elizabeth Olympic Park",2736,2749
becdd6832e0726e4e979afc4531b1f19,784,"East Village, Queen Elizabeth Olympic Park",94921,95339
c88997e96098d4b162ec53cdb3d1306e,1203,"Eastbourne Mews, Paddington",4998,4520
59c483486f146ae85e4eb94d9c158667,330,"Eastbourne Mews, Paddington",118683,102428
2d426d6d630b57a2a077c748e48d7f9d,22164,"Eaton Square (South), Belgravia",1517,1602
a515780bad4898b8b46e64540d7910f1,423,"Eaton Square (South), Belgravia",59489,61433
d56cb8b83ce70cc40e324717a15f3999,124,"Eaton Square, Belgravia",65776,63329
9d97d5dfb9c6fa6666e75b0b6115395b,1069,"Eaton Square, Belgravia",1853,1871
eee4bae59603fa231bf41fd15aa509d7,424,"Ebury Bridge, Pimlico",97514,89996
38aae9ecfa3e5a12f8043a5b850d6fec,22159,"Ebury Bridge, Pimlico",2433,2253
bd0df57842b037e2306cbf2f04a6d6d8,167,"Eccleston Place, Victoria",181687,183201
9fe55e570dcb4fcae43ebc203fb56c8c,3465,"Eccleston Place, Victoria",4943,5018
f0f29626735780b9e29f20b42116468d,410,"Edgware Road Station, Marylebone",111742,94408
e5a1077ed4872003b9ebb1245a74f2ea,1058,"Edgware Road Station, Marylebone",3232,2683
5cdb44b81859fad3e610b73b1857c2f4,410,"Edgware Road Station, Paddington",111742,94408
52c068f391eac366b7be974c2ba8431d,618,"Eel Brook Common, Walham Green",71797,68757
2f563417eb10a52ff2f52ddf13bb0f5a,300003,"Eel Brook Common, Walham Green",2626,2537
8a9e036476b9f44659ba3542d66adfcb,413,Electrical Workshop PS,0,2
fcaba5d927690ba9795cbc957de26a74,1138,"Elizabeth Bridge, Victoria",3582,4175
73a25668b523de2bda7458968a48d828,288,"Elizabeth Bridge, Victoria",141086,151842
929948706699b26aa1a967a365f2c636,200028,"Elysium Place, Fulham",1663,1571
accf65fe93d79b277b245717cefc89ed,617,"Elysium Place, Fulham",43714,40473
55f63c3909c35c6203106656b93f2768,259,"Embankment (Horse Guards), Westminster",59273,60836
c1f5ddd7b845c11252b390e038ddebfd,309,"Embankment (Savoy), Strand",99886,110974
eb006dbced076f73207a6a074c6a7539,1192,"Embankment (Savoy), Strand",2247,2278
8e5f38bb2a5162dab202835e018fabec,1116,"Emperor's Gate, South Kensington",2537,2511
18d39695c2423776fa5e20af55a6546c,128,"Emperor's Gate, South Kensington",83751,82625
ac809edac91fef9bb99543c059f76ca0,269,"Empire Square, The Borough",108496,112052
66c3ed290bd05920321e4ba9d356c924,1209,"Empire Square, The Borough",3103,3149
766d43ba83f411565f4181d85db080fb,214,"Endsleigh Gardens, Euston",156313,147127
593638b5747a40fe5ced6fef9e9b19fe,1079,"Endsleigh Gardens, Euston",4500,4237
3f45ff63aade5a986d456243b749dfc1,691,"Erin Close, Walham Green",126538,129176
8d8f9135380c2b0efc7bdb6809b28420,200184,"Erin Close, Walham Green",3753,3772
5b33250c9dbb244ddb1ad078bd6ea7e5,200170,"Esmond Street, Putney",633,625
e881ccb93603bfaf76a23bd01804e1e5,678,"Esmond Street, Putney",20531,22054
fa39f7aecac64b70d8f2d2ee9a5b353b,300005,"Ethelburga Estate, Battersea Park",5369,5317
d796f9d43b4c3e9e72d871191a13bfdf,658,"Ethelburga Estate, Battersea Park",180278,177957
ab27fcfe4327428ff29d809f30d35ed1,69,"Euston Road, Euston",92304,87469
60c5885dfdb49355b098119119837818,983,"Euston Road, Euston",2505,2407
5e2bdb56268ff70b2e826aff22be0b92,795,"Euston Square Gardens, Euston",58952,57562
6b62ddb43ee6aef429829c0cd1d999c9,300203,"Euston Square Gardens, Euston",1957,1934
4c04f096ee046431dfe7fde3e7972c8d,711,"Everington Street, Fulham",68312,64991
e5fbf517ac01269681e9e233d89e499e,300028,"Everington Street, Fulham",2156,2159
15bce2c93f4c768be0577957d30184ec,1005,"Eversholt Street , Camden Town",2302,2191
7dc9fd334b98d876bbbb248a7887c932,131,"Eversholt Street , Camden Town",62486,57116
b4e6174e42df426141405a157886f43f,652,"Evesham Street, Avondale",29051,29968
e29c5ccec894d6483cd32c0ba0e4b28f,300022,"Evesham Street, Avondale",802,837
3d17e55b3870716ec13c6c45a836f6ad,432,"Exhibition Road Museums 1, South Kensington",137404,141196
af48318c7cc3a43be191a2f8e6bb225f,22158,"Exhibition Road Museums 1, South Kensington",3275,3540
0752a7bc120ad033ac33e3e944749c6e,482,"Exhibition Road Museums 2, South Kensington",32630,33938
2b5db3b9c14a1f7d27104d8e50e354be,200052,"Exhibition Road Museums 2, South Kensington",2577,2760
d4d0003caa044e5390221aaea0aa94d3,432,"Exhibition Road Museums, Knightsbridge",137404,141196
652cdb943c5c197aa35fbc42a24cb372,428,"Exhibition Road Museums, Knightsbridge",246773,269941
4464b7b8ff9cc8c236ff9bb6ab2c961b,432,"Exhibition Road Museums, South Kensington",137404,141196
914d345878df41857a1f0ef3aee3f129,22158,"Exhibition Road Museums, South Kensington",3275,3540
1e163c66fd055e222814a58696550125,22179,"Exhibition Road, Knightsbridge",8574,9748
723c00b3466b5ce1d7938626c1278ff0,428,"Exhibition Road, Knightsbridge",246773,269941
3ecf27c171b810a8958550a1f916f878,428,"Exhibition Road, South Kensington",246773,269941
0d098fe175a4daad8e20ab516912b110,432,"Exhibition Road, South Kensington",137404,141196
f4028e1a1481761804705adc5e20e76f,300014,"Falcon Road, Clapham Junction",4589,4696
2a896d64b23a86d8331fa5900f90c7ec,638,"Falcon Road, Clapham Junction",153533,156720
078654145d32da938e7156a0c69f387c,1047,"Falkirk Street, Hoxton",2417,2172
d3ccbd851d2d399133be4bad47edd173,96,"Falkirk Street, Hoxton",74536,68768
1da6ce0e2689e0db46377e6148ff460f,3427,"Fanshaw Street, Hoxton",4045,3480
a58ce90d192b64389f64249af24308fa,31,"Fanshaw Street, Hoxton",109000,96533
c06c0a46a5f533dc9a082b3ace2ec63f,2678,"Farm Street, Mayfair",1617,1797
dc3a6526a387afe9e864d6fd57e5cff7,382,"Farm Street, Mayfair",46943,51824
b7d3cb54a295f4313b06948a4dd53698,3432,"Farringdon Lane, Clerkenwell",2418,2382
362d41ea37623a4d06b5178fc54e4ed8,72,"Farringdon Lane, Clerkenwell",90780,92319
30950f9024be23e861fda5668480c27e,835,"Farringdon Street, Holborn",34861,35046
ef62a50618e13966a5d1a6e1a0a12109,300220,"Farringdon Street, Holborn",2430,2452
66b830883925722428fd8585612b9d2c,3483,"Fashion Street, Whitechapel",2418,2484
f26be5b87c8dfb887c782b34dd2bd05e,236,"Fashion Street, Whitechapel",75906,77234
9a7fe03a6fc623a442dd3f60b4979a84,642,"Fawcett Close, Battersea",31698,29581
fa63afc8a08e80b9889fa10d9bfc4144,200192,"Fawcett Close, Battersea",1061,1040
e657fb11d1cf32884603fac47e5eccb4,642,"Fawcett Close, Clapham Junction",31698,29581
53810e26d85512a35a546b32c6477981,693,"Felsham Road, Putney",58265,60892
1b23ed4b0855d33af90eff9a7007162f,300019,"Felsham Road, Putney",1693,1705
d01336472e99cce81dcdd472df08d0f1,832,"Ferndale Road, Brixton",68200,70735
42735b3860beb8fd582f67474f9e4a0c,200240,"Ferndale Road, Brixton",3363,3452
e1b7783986a9e0d358ffc2e3cc34265c,832,"Ferndale Road, Brixton. ",68200,70735
868ed5cde895a2822b942d940f66336d,200029,"Finlay Street, Fulham",3051,2920
abe10fea86f73c93043a5a175c81b69f,615,"Finlay Street, Fulham",88157,86423
1403f0c4063a18ffc9efc0be3b22fdd1,300041,"Finnis Street, Bethnal Green",1952,1767
ce4ce724e0b332f488656a4fe9ad0d84,722,"Finnis Street, Bethnal Green",69246,63400
46af67317a806497761c781dabcc2760,55,"Finsbury Circus, Liverpool Street",257881,284967
7b5d558fbb47cd242a206d2c7e41ae34,984,"Finsbury Circus, Liverpool Street",6007,7018
4985f077459b4e48bb0b07ddc9a0448d,1049,"Finsbury Leisure Centre, St. Luke's",5756,5534
58c10fffaa0b62339df236713b96a9c7,107,"Finsbury Leisure Centre, St. Luke's",183875,179212
b6b2477f725931da25899049eba88fb2,51,"Finsbury Library , Finsbury",77814,70520
00f8bd1cd59fe035482fb89d433cf6de,986,"Finsbury Library , Finsbury",2396,2221
518f558bcfe55fa6887662f7ec19cdd2,1056,"Finsbury Square , Moorgate",2573,3034
8a8d8e560381f3505cc42364d59ba9e4,140,"Finsbury Square , Moorgate",121144,135177
951408a48c5d5661f000a8f3311c7600,387,"Fire Brigade Pier, Vauxhall",122968,107385
bd4a3c5c204670dbc079badca6fce637,2703,"Fire Brigade Pier, Vauxhall",2674,2419
a24d1b124e9a4026061dd713ae22cab7,22165,"Fisherman's Walk West, Canary Wharf",2846,2855
857423ff276ee909a3bf2e832f183164,448,"Fisherman's Walk West, Canary Wharf",96025,99118
9d1aaba86753b65246dc72fea0786a6d,448,"Fishermans Walk West, Canary Wharf",96025,99118
097fa7f06b23ebc61b1ac39e282257d4,480,"Flamborough Street, Limehouse",157066,156028
dbdca262394212a622157ecc83dbb78c,200115,"Flamborough Street, Limehouse",4650,4593
91f296f7715ab09658dd0ae46642e35d,1218,"Flood Street, Chelsea",5282,5542
9b11f5ba561b153ef118962c00f8b80d,345,"Flood Street, Chelsea",169277,172469
2abf95b690e559f287a09f70c774a450,3494,"Foley Street, Fitzrovia",3101,3090
00c2c5620ac0fe26ea0b318aa5e53e0b,311,"Foley Street, Fitzrovia",79967,80327
fa5002de0ad56408e2b4d84c20cfceb0,517,"Ford Road, Old Ford",63461,62285
9e10b5767b4e3e6553c531b7c2473d96,200027,"Ford Road, Old Ford",2501,2400
dae2b1d6f76a307cb932cef44cbee247,300222,"Fore Street Avenue, Guildhall",2118,2491
06ec7dfc48c6e6f65d96ccbad45705ba,838,"Fore Street Avenue, Guildhall",29271,31281
d4400768de4698d46a7225fcaf59ab9a,509,"Fore Street Avenue, Guildhall",72391,79098
09dece020be75214e6676873a0d1b435,200253,"Fore Street, Guildhall",1853,2283
2092a33431e1f021d28e3d70b36ab0b9,838,"Fore Street, Guildhall",29271,31281
2997feb984dd540218164ced8fa867ab,509,"Fore Street, Guildhall",72391,79098
75f1de76fd0455b229350e8c09e32dd5,508,"Fournier Street, Whitechapel",141306,144423
a09b358361083c275efdb3bb4b25abbc,200157,"Fournier Street, Whitechapel",3564,3591
7ac7d11724e8cedecade6febc6596894,1099,"Frampton Street, Paddington",2203,1970
a08aac632008220cad17c2468da7fd99,238,"Frampton Street, Paddington",57470,47973
18ede47985980b204745712fe079a327,300085,"Freston Road, Avondale",1148,1166
0dd83d9237f1ef3895e9bd775aa1b908,741,"Freston Road, Avondale",30508,31654
882d1adddb4e7b94c5d07734a033a8f2,383,"Frith Street, Soho",131816,142141
24277fe8d55b4e61f713becad208d5b3,2660,"Frith Street, Soho",3778,3908
9c6152f49066ca4e6eb4dd0bb0705edc,737,"Fulham Broadway, Walham Green",214439,217399
a404290528288578892df3a67565390d,300086,"Fulham Broadway, Walham Green",6624,6748
31cf8179e706ef5e3ea6173f21579863,597,"Fulham Park Road, Fulham",76822,74474
e77d34ef15fbb5aa856f3b560e2e8459,200229,"Fulham Park Road, Fulham",2386,2311
d36cf29f7c1920a0f3ee218180b79ecb,499,"Furze Green, Bow",91243,88949
8fe377bed099776b376938372b8bd579,200011,"Furze Green, Bow",2757,2676
bd00fe2eb5aba30c9643278b54a6099b,453,"Garnet Street, Shadwell",82713,78357
